CustomerID,Recency,Monetary,Frequency,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CustomerID
16910.0,4,842.75,510,High,High,High,"High, High, High",16910
16912.0,29,208.65,77,High,High,High,"High, High, High",16912
16913.0,290,15.32,7,Low,Low,Low,"Low, Low, Low",16913
16914.0,36,69.59,34,High,Low,Low,"High, Low, Low",16914
16915.0,9,119.76,42,High,High,High,"High, High, High",16915
16916.0,24,266.59,135,High,High,High,"High, High, High",16916
16917.0,277,8.55,5,Low,Low,Low,"Low, Low, Low",16917
16918.0,50,213.12,121,High,High,High,"High, High, High",16918
16919.0,156,432.4,267,Low,High,High,"Low, High, High",16919
16921.0,61,85.8,59,Low,High,High,"Low, High, High",16921
16923.0,12,1379.4,590,High,High,High,"High, High, High",16923
16924.0,21,164.66,76,High,High,High,"High, High, High",16924
16926.0,371,16.3,4,Low,Low,Low,"Low, Low, Low",16926
16927.0,276,16.6,4,Low,Low,Low,"Low, Low, Low",16927
16928.0,80,298.1,185,Low,High,High,"Low, High, High",16928
16929.0,4,150.21,71,High,High,High,"High, High, High",16929
16930.0,26,70.35,51,High,High,Low,"High, High, Low",16930
16931.0,5,1563.16,859,High,High,High,"High, High, High",16931
16932.0,53,99.26,51,Low,High,High,"Low, High, High",16932
16933.0,1,82.55,38,High,High,High,"High, High, High",16933
16934.0,55,170.34,55,Low,High,High,"Low, High, High",16934
16936.0,26,97.45,55,High,High,High,"High, High, High",16936
16938.0,9,586.04,229,High,High,High,"High, High, High",16938
16940.0,52,574.3100000000001,295,Low,High,High,"Low, High, High",16940
16942.0,13,586.96,253,High,High,High,"High, High, High",16942
16943.0,212,110.74000000000001,22,Low,Low,High,"Low, Low, High",16943
16945.0,22,507.81,240,High,High,High,"High, High, High",16945
16947.0,236,36.28,18,Low,Low,Low,"Low, Low, Low",16947
16948.0,139,18.6,12,Low,Low,Low,"Low, Low, Low",16948
16949.0,4,79.47,52,High,High,Low,"High, High, Low",16949
16950.0,57,82.55,32,Low,Low,High,"Low, Low, High",16950
16951.0,135,97.17,78,Low,High,High,"Low, High, High",16951
16952.0,109,17.94,10,Low,Low,Low,"Low, Low, Low",16952
16953.0,30,2.08,1,High,Low,Low,"High, Low, Low",16953
16954.0,1,82.69,39,High,High,High,"High, High, High",16954
16955.0,185,49.910000000000004,19,Low,Low,Low,"Low, Low, Low",16955
16956.0,18,40.77,14,High,Low,Low,"High, Low, Low",16956
16957.0,239,43.32,15,Low,Low,Low,"Low, Low, Low",16957
16959.0,87,21.05,7,Low,Low,Low,"Low, Low, Low",16959
16960.0,39,185.31,99,High,High,High,"High, High, High",16960
16961.0,116,37.44,14,Low,Low,Low,"Low, Low, Low",16961
16963.0,187,23.400000000000002,7,Low,Low,Low,"Low, Low, Low",16963
16965.0,227,43.7,21,Low,Low,Low,"Low, Low, Low",16965
16966.0,45,7.95,3,High,Low,Low,"High, Low, Low",16966
16967.0,189,23.66,20,Low,Low,Low,"Low, Low, Low",16967
16968.0,4,52.56,27,High,Low,Low,"High, Low, Low",16968
16969.0,39,66.2,35,High,Low,Low,"High, Low, Low",16969
16971.0,38,77.19,30,High,Low,Low,"High, Low, Low",16971
16978.0,78,81.4,35,Low,Low,High,"Low, Low, High",16978
16979.0,4,153.78,65,High,High,High,"High, High, High",16979
16980.0,255,168.41,82,Low,High,High,"Low, High, High",16980
16982.0,61,53.97,22,Low,Low,Low,"Low, Low, Low",16982
16983.0,13,265.44,131,High,High,High,"High, High, High",16983
16984.0,88,832.6,335,Low,High,High,"Low, High, High",16984
16985.0,17,378.15,99,High,High,High,"High, High, High",16985
16986.0,30,2.08,1,High,Low,Low,"High, Low, Low",16986
16987.0,3,234.76,89,High,High,High,"High, High, High",16987
16988.0,5,8.34,4,High,Low,Low,"High, Low, Low",16988
16989.0,7,4.949999999999999,3,High,Low,Low,"High, Low, Low",16989
16992.0,11,203.07,77,High,High,High,"High, High, High",16992
16996.0,30,107.03,35,High,Low,High,"High, Low, High",16996
16997.0,288,9.75,5,Low,Low,Low,"Low, Low, Low",16997
16998.0,150,11.45,3,Low,Low,Low,"Low, Low, Low",16998
16999.0,23,46.09,21,High,Low,Low,"High, Low, Low",16999
17001.0,1,331.47,146,High,High,High,"High, High, High",17001
17002.0,86,76.46,35,Low,Low,Low,"Low, Low, Low",17002
17004.0,46,68.68,34,High,Low,Low,"High, Low, Low",17004
17006.0,5,121.84,40,High,High,High,"High, High, High",17006
17007.0,51,85.69,41,High,High,High,"High, High, High",17007
17010.0,18,27.400000000000002,10,High,Low,Low,"High, Low, Low",17010
17011.0,30,26.85,15,High,Low,Low,"High, Low, Low",17011
17014.0,8,173.38,70,High,High,High,"High, High, High",17014
17015.0,29,279.76,211,High,High,High,"High, High, High",17015
17017.0,3,350.51,190,High,High,High,"High, High, High",17017
17018.0,41,77.97,13,High,Low,Low,"High, Low, Low",17018
17019.0,11,392.25,223,High,High,High,"High, High, High",17019
17022.0,31,6.71,7,High,Low,Low,"High, Low, Low",17022
17024.0,45,4.15,3,High,Low,Low,"High, Low, Low",17024
17025.0,61,15.75,7,Low,Low,Low,"Low, Low, Low",17025
17026.0,370,1.7,2,Low,Low,Low,"Low, Low, Low",17026
17027.0,79,344.95,146,Low,High,High,"Low, High, High",17027
17030.0,64,20.490000000000002,9,Low,Low,Low,"Low, Low, Low",17030
17031.0,12,33.269999999999996,21,High,Low,Low,"High, Low, Low",17031
17033.0,86,45.57,22,Low,Low,Low,"Low, Low, Low",17033
17034.0,16,41.47,23,High,Low,Low,"High, Low, Low",17034
17035.0,246,52.71,23,Low,Low,Low,"Low, Low, Low",17035
17037.0,88,164.76,70,Low,High,High,"Low, High, High",17037
17038.0,30,73.55,19,High,Low,Low,"High, Low, Low",17038
17040.0,138,17.31,12,Low,Low,Low,"Low, Low, Low",17040
17041.0,27,113.09,65,High,High,High,"High, High, High",17041
17042.0,3,144.59,91,High,High,High,"High, High, High",17042
17043.0,32,177.43,84,High,High,High,"High, High, High",17043
17045.0,113,43.85,19,Low,Low,Low,"Low, Low, Low",17045
17046.0,157,17.2,14,Low,Low,Low,"Low, Low, Low",17046
17047.0,85,117.8,53,Low,High,High,"Low, High, High",17047
17048.0,118,86.5,38,Low,High,High,"Low, High, High",17048
17049.0,3,652.84,259,High,High,High,"High, High, High",17049
17050.0,96,609.89,284,Low,High,High,"Low, High, High",17050
17051.0,194,68.37,42,Low,High,Low,"Low, High, Low",17051
17052.0,28,148.19,89,High,High,High,"High, High, High",17052
17053.0,131,37.59,11,Low,Low,Low,"Low, Low, Low",17053
17054.0,28,100.93,54,High,High,High,"High, High, High",17054
17058.0,82,161.35,54,Low,High,High,"Low, High, High",17058
17059.0,30,1076.48,481,High,High,High,"High, High, High",17059
17060.0,266,7.15,3,Low,Low,Low,"Low, Low, Low",17060
17061.0,74,168.59,51,Low,High,High,"Low, High, High",17061
17062.0,314,134.7,67,Low,High,High,"Low, High, High",17062
17063.0,21,169.04,72,High,High,High,"High, High, High",17063
17064.0,59,168.79000000000002,56,Low,High,High,"Low, High, High",17064
17068.0,12,649.79,287,High,High,High,"High, High, High",17068
17069.0,28,271.6,131,High,High,High,"High, High, High",17069
17070.0,114,155.51,63,Low,High,High,"Low, High, High",17070
17071.0,28,262.49,113,High,High,High,"High, High, High",17071
17073.0,18,339.76,151,High,High,High,"High, High, High",17073
17075.0,18,180.98,65,High,High,High,"High, High, High",17075
17076.0,36,35.93,13,High,Low,Low,"High, Low, Low",17076
17078.0,36,14.219999999999999,19,High,Low,Low,"High, Low, Low",17078
17079.0,78,9.9,2,Low,Low,Low,"Low, Low, Low",17079
17080.0,22,10.85,5,High,Low,Low,"High, Low, Low",17080
17081.0,25,173.0,57,High,High,High,"High, High, High",17081
17082.0,33,144.29,69,High,High,High,"High, High, High",17082
17083.0,109,87.64,47,Low,High,High,"Low, High, High",17083
17084.0,35,344.57,139,High,High,High,"High, High, High",17084
17085.0,123,411.17,174,Low,High,High,"Low, High, High",17085
17086.0,7,143.7,79,High,High,High,"High, High, High",17086
17088.0,28,282.79,101,High,High,High,"High, High, High",17088
17090.0,4,134.77,54,High,High,High,"High, High, High",17090
17091.0,3,465.34000000000003,176,High,High,High,"High, High, High",17091
17092.0,50,262.79,119,High,High,High,"High, High, High",17092
17094.0,322,22.1,13,Low,Low,Low,"Low, Low, Low",17094
17095.0,23,224.58,68,High,High,High,"High, High, High",17095
17096.0,15,132.14000000000001,39,High,High,High,"High, High, High",17096
17097.0,2,431.97,202,High,High,High,"High, High, High",17097
17100.0,18,125.67,64,High,High,High,"High, High, High",17100
17101.0,30,89.87,34,High,Low,High,"High, Low, High",17101
17105.0,159,111.91,82,Low,High,High,"Low, High, High",17105
17107.0,33,1177.81,374,High,High,High,"High, High, High",17107
17109.0,29,232.92000000000002,112,High,High,High,"High, High, High",17109
17110.0,165,18.4,8,Low,Low,Low,"Low, Low, Low",17110
17111.0,47,45.95,26,High,Low,Low,"High, Low, Low",17111
17114.0,6,310.88,93,High,High,High,"High, High, High",17114
17115.0,8,77.44,28,High,Low,Low,"High, Low, Low",17115
17117.0,288,9.3,6,Low,Low,Low,"Low, Low, Low",17117
17118.0,318,13.579999999999998,10,Low,Low,Low,"Low, Low, Low",17118
17119.0,3,62.17,28,High,Low,Low,"High, Low, Low",17119
17120.0,233,36.88,14,Low,Low,Low,"Low, Low, Low",17120
17122.0,119,13.79,7,Low,Low,Low,"Low, Low, Low",17122
17123.0,162,15.1,8,Low,Low,Low,"Low, Low, Low",17123
17124.0,185,86.09,29,Low,Low,High,"Low, Low, High",17124
17125.0,50,69.88,32,High,Low,Low,"High, Low, Low",17125
17126.0,152,429.88,252,Low,High,High,"Low, High, High",17126
17128.0,335,30.29,11,Low,Low,Low,"Low, Low, Low",17128
17131.0,5,288.95,116,High,High,High,"High, High, High",17131
17133.0,16,5.25,3,High,Low,Low,"High, Low, Low",17133
17134.0,107,45.35,14,Low,Low,Low,"Low, Low, Low",17134
17135.0,16,86.11,37,High,High,High,"High, High, High",17135
17138.0,276,60.300000000000004,18,Low,Low,Low,"Low, Low, Low",17138
17139.0,16,976.09,399,High,High,High,"High, High, High",17139
17140.0,247,32.85,16,Low,Low,Low,"Low, Low, Low",17140
17142.0,239,14.4,6,Low,Low,Low,"Low, Low, Low",17142
17144.0,1,90.74,29,High,Low,High,"High, Low, High",17144
17146.0,263,71.69,24,Low,Low,Low,"Low, Low, Low",17146
17147.0,23,166.88,71,High,High,High,"High, High, High",17147
17148.0,52,14.58,9,Low,Low,Low,"Low, Low, Low",17148
17152.0,195,37.15,10,Low,Low,Low,"Low, Low, Low",17152
17153.0,24,39.05,14,High,Low,Low,"High, Low, Low",17153
17154.0,75,24.95,21,Low,Low,Low,"Low, Low, Low",17154
17155.0,18,14.16,14,High,Low,Low,"High, Low, Low",17155
17157.0,8,33.1,13,High,Low,Low,"High, Low, Low",17157
17158.0,32,102.45,52,High,High,High,"High, High, High",17158
17159.0,22,197.84,96,High,High,High,"High, High, High",17159
17160.0,31,336.33,220,High,High,High,"High, High, High",17160
17162.0,29,174.72,79,High,High,High,"High, High, High",17162
17163.0,22,22.65,5,High,Low,Low,"High, Low, Low",17163
17164.0,33,290.77,138,High,High,High,"High, High, High",17164
17165.0,284,12.77,8,Low,Low,Low,"Low, Low, Low",17165
17166.0,39,37.38,12,High,Low,Low,"High, Low, Low",17166
17169.0,58,117.99,49,Low,High,High,"Low, High, High",17169
17171.0,289,25.33,15,Low,Low,Low,"Low, Low, Low",17171
17172.0,79,10.82,10,Low,Low,Low,"Low, Low, Low",17172
17173.0,5,253.25,79,High,High,High,"High, High, High",17173
17174.0,218,6.65,4,Low,Low,Low,"Low, Low, Low",17174
17175.0,44,114.55,50,High,High,High,"High, High, High",17175
17176.0,202,30.79,13,Low,Low,Low,"Low, Low, Low",17176
17179.0,178,175.2,79,Low,High,High,"Low, High, High",17179
17180.0,56,177.63,120,Low,High,High,"Low, High, High",17180
17181.0,57,38.45,18,Low,Low,Low,"Low, Low, Low",17181
17183.0,8,167.43,55,High,High,High,"High, High, High",17183
17187.0,227,16.92,7,Low,Low,Low,"Low, Low, Low",17187
17188.0,11,154.93,66,High,High,High,"High, High, High",17188
17189.0,106,93.55,55,Low,High,High,"Low, High, High",17189
17190.0,59,38.54,17,Low,Low,Low,"Low, Low, Low",17190
17191.0,28,480.11,224,High,High,High,"High, High, High",17191
17193.0,36,69.87,23,High,Low,Low,"High, Low, Low",17193
17194.0,361,44.29,22,Low,Low,Low,"Low, Low, Low",17194
17197.0,30,79.76,20,High,Low,Low,"High, Low, Low",17197
17198.0,24,147.74,80,High,High,High,"High, High, High",17198
17201.0,54,73.58,36,Low,High,Low,"Low, High, Low",17201
17203.0,36,190.77,116,High,High,High,"High, High, High",17203
17204.0,175,129.79,45,Low,High,High,"Low, High, High",17204
17205.0,54,1.67,2,Low,Low,Low,"Low, Low, Low",17205
17206.0,53,19.52,7,Low,Low,Low,"Low, Low, Low",17206
17211.0,27,389.94,177,High,High,High,"High, High, High",17211
17212.0,253,0.79,1,Low,Low,Low,"Low, Low, Low",17212
17213.0,40,368.87,126,High,High,High,"High, High, High",17213
17214.0,60,276.12,85,Low,High,High,"Low, High, High",17214
17217.0,234,25.5,8,Low,Low,Low,"Low, Low, Low",17217
17218.0,4,593.77,250,High,High,High,"High, High, High",17218
17219.0,32,38.88,24,High,Low,Low,"High, Low, Low",17219
17220.0,24,954.4300000000001,448,High,High,High,"High, High, High",17220
17221.0,7,108.94,61,High,High,High,"High, High, High",17221
17222.0,65,75.8,27,Low,Low,Low,"Low, Low, Low",17222
17223.0,310,108.5,41,Low,High,High,"Low, High, High",17223
17226.0,309,30.63,16,Low,Low,Low,"Low, Low, Low",17226
17227.0,19,47.38,38,High,High,Low,"High, High, Low",17227
17228.0,16,332.81,201,High,High,High,"High, High, High",17228
17229.0,96,84.47,46,Low,High,High,"Low, High, High",17229
17230.0,264,107.44,40,Low,High,High,"Low, High, High",17230
17231.0,12,1146.84,503,High,High,High,"High, High, High",17231
17232.0,3,95.63,36,High,High,High,"High, High, High",17232
17233.0,35,40.29,22,High,Low,Low,"High, Low, Low",17233
17234.0,183,39.82,13,Low,Low,Low,"Low, Low, Low",17234
17235.0,25,58.75,24,High,Low,Low,"High, Low, Low",17235
17236.0,13,244.94,100,High,High,High,"High, High, High",17236
17237.0,11,53.34,18,High,Low,Low,"High, Low, Low",17237
17238.0,3,1211.08,535,High,High,High,"High, High, High",17238
17239.0,313,33.15,12,Low,Low,Low,"Low, Low, Low",17239
17242.0,108,80.91,36,Low,High,High,"Low, High, High",17242
17243.0,1,937.35,309,High,High,High,"High, High, High",17243
17244.0,53,42.91,24,Low,Low,Low,"Low, Low, Low",17244
17245.0,205,26.15,9,Low,Low,Low,"Low, Low, Low",17245
17247.0,15,106.41,49,High,High,High,"High, High, High",17247
17248.0,120,130.61,68,Low,High,High,"Low, High, High",17248
17250.0,4,120.65,53,High,High,High,"High, High, High",17250
17251.0,363,111.14,36,Low,High,High,"Low, High, High",17251
17252.0,117,186.64,81,Low,High,High,"Low, High, High",17252
17253.0,18,43.76,13,High,Low,Low,"High, Low, Low",17253
17254.0,5,155.22,110,High,High,High,"High, High, High",17254
17255.0,41,123.95,74,High,High,High,"High, High, High",17255
17256.0,107,37.22,15,Low,Low,Low,"Low, Low, Low",17256
17259.0,148,245.37,118,Low,High,High,"Low, High, High",17259
17262.0,52,28.240000000000002,7,Low,Low,Low,"Low, Low, Low",17262
17263.0,208,46.26,23,Low,Low,Low,"Low, Low, Low",17263
17265.0,139,242.88,121,Low,High,High,"Low, High, High",17265
17266.0,2,154.96,74,High,High,High,"High, High, High",17266
17267.0,127,87.65,32,Low,Low,High,"Low, Low, High",17267
17268.0,150,2.5,2,Low,Low,Low,"Low, Low, Low",17268
17272.0,46,178.18,103,High,High,High,"High, High, High",17272
17274.0,35,46.26,26,High,Low,Low,"High, Low, Low",17274
17277.0,228,195.21,65,Low,High,High,"Low, High, High",17277
17278.0,241,31.35,14,Low,Low,Low,"Low, Low, Low",17278
17279.0,58,10.43,5,Low,Low,Low,"Low, Low, Low",17279
17282.0,174,164.54,76,Low,High,High,"Low, High, High",17282
17284.0,60,454.3,287,Low,High,High,"Low, High, High",17284
17286.0,22,75.75,44,High,High,Low,"High, High, Low",17286
17287.0,26,211.4,108,High,High,High,"High, High, High",17287
17288.0,9,241.3,117,High,High,High,"High, High, High",17288
17289.0,32,197.72,106,High,High,High,"High, High, High",17289
17290.0,4,187.42000000000002,93,High,High,High,"High, High, High",17290
17293.0,8,273.35,125,High,High,High,"High, High, High",17293
17295.0,29,114.35000000000001,59,High,High,High,"High, High, High",17295
17297.0,17,76.13,47,High,High,Low,"High, High, Low",17297
17298.0,101,40.89,23,Low,Low,Low,"Low, Low, Low",17298
17299.0,12,89.67,53,High,High,High,"High, High, High",17299
17301.0,21,94.92,63,High,High,High,"High, High, High",17301
17302.0,15,157.42000000000002,75,High,High,High,"High, High, High",17302
17303.0,361,98.07,47,Low,High,High,"Low, High, High",17303
17306.0,11,9.99,3,High,Low,Low,"High, Low, Low",17306
17309.0,95,35.25,12,Low,Low,Low,"Low, Low, Low",17309
17311.0,78,76.13,39,Low,High,Low,"Low, High, Low",17311
17312.0,155,18.8,10,Low,Low,Low,"Low, Low, Low",17312
17313.0,31,8.74,4,High,Low,Low,"High, Low, Low",17313
17314.0,25,262.48,116,High,High,High,"High, High, High",17314
17315.0,2,965.3100000000001,424,High,High,High,"High, High, High",17315
17320.0,100,99.61,50,Low,High,High,"Low, High, High",17320
17321.0,68,185.22,94,Low,High,High,"Low, High, High",17321
17323.0,15,285.73,200,High,High,High,"High, High, High",17323
17324.0,18,68.94,40,High,High,Low,"High, High, Low",17324
17325.0,280,9.799999999999999,6,Low,Low,Low,"Low, Low, Low",17325
17329.0,14,96.22,28,High,Low,High,"High, Low, High",17329
17330.0,23,24.43,4,High,Low,Low,"High, Low, Low",17330
17333.0,86,49.2,27,Low,Low,Low,"Low, Low, Low",17333
17334.0,302,13.81,9,Low,Low,Low,"Low, Low, Low",17334
17337.0,151,940.6,510,Low,High,High,"Low, High, High",17337
17338.0,17,1750.98,716,High,High,High,"High, High, High",17338
17339.0,94,25.65,7,Low,Low,Low,"Low, Low, Low",17339
17340.0,30,894.41,343,High,High,High,"High, High, High",17340
17341.0,157,343.15,175,Low,High,High,"Low, High, High",17341
17343.0,355,55.04,15,Low,Low,Low,"Low, Low, Low",17343
17344.0,46,78.17,31,High,Low,Low,"High, Low, Low",17344
17345.0,15,173.51,79,High,High,High,"High, High, High",17345
17346.0,4,866.64,469,High,High,High,"High, High, High",17346
17348.0,15,326.01,202,High,High,High,"High, High, High",17348
17349.0,179,6.24,6,Low,Low,Low,"Low, Low, Low",17349
17350.0,8,137.92,65,High,High,High,"High, High, High",17350
17351.0,36,39.49,13,High,Low,Low,"High, Low, Low",17351
17354.0,51,5.82,4,High,Low,Low,"High, Low, Low",17354
17356.0,312,21.31,19,Low,Low,Low,"Low, Low, Low",17356
17357.0,24,102.12,40,High,High,High,"High, High, High",17357
17358.0,303,140.4,57,Low,High,High,"Low, High, High",17358
17359.0,11,12.55,11,High,Low,Low,"High, Low, Low",17359
17360.0,17,300.05,124,High,High,High,"High, High, High",17360
17361.0,49,82.83,24,High,Low,High,"High, Low, High",17361
17362.0,239,68.74,34,Low,Low,Low,"Low, Low, Low",17362
17364.0,1,746.23,365,High,High,High,"High, High, High",17364
17365.0,13,760.15,425,High,High,High,"High, High, High",17365
17367.0,238,55.68,32,Low,Low,Low,"Low, Low, Low",17367
17368.0,23,176.04,84,High,High,High,"High, High, High",17368
17370.0,73,36.76,29,Low,Low,Low,"Low, Low, Low",17370
17371.0,17,173.25,76,High,High,High,"High, High, High",17371
17372.0,41,500.0,243,High,High,High,"High, High, High",17372
17373.0,40,99.15,56,High,High,High,"High, High, High",17373
17374.0,219,21.34,6,Low,Low,Low,"Low, Low, Low",17374
17375.0,199,132.99,61,Low,High,High,"Low, High, High",17375
17376.0,71,64.7,22,Low,Low,Low,"Low, Low, Low",17376
17377.0,24,955.3000000000001,402,High,High,High,"High, High, High",17377
17379.0,11,112.54,77,High,High,High,"High, High, High",17379
17381.0,152,33.42,11,Low,Low,Low,"Low, Low, Low",17381
17382.0,65,2.1,1,Low,Low,Low,"Low, Low, Low",17382
17383.0,4,94.68,51,High,High,High,"High, High, High",17383
17384.0,19,42.79,14,High,Low,Low,"High, Low, Low",17384
17385.0,15,80.29,46,High,High,High,"High, High, High",17385
17386.0,8,18.44,8,High,Low,Low,"High, Low, Low",17386
17387.0,20,127.05,69,High,High,High,"High, High, High",17387
17388.0,78,24.64,9,Low,Low,Low,"Low, Low, Low",17388
17389.0,1,239.42000000000002,77,High,High,High,"High, High, High",17389
17392.0,307,109.26,55,Low,High,High,"Low, High, High",17392
17394.0,219,3.0999999999999996,2,Low,Low,Low,"Low, Low, Low",17394
17396.0,149,7.5,2,Low,Low,Low,"Low, Low, Low",17396
17397.0,22,223.33,86,High,High,High,"High, High, High",17397
17398.0,115,67.68,26,Low,Low,Low,"Low, Low, Low",17398
17400.0,126,435.22,182,Low,High,High,"Low, High, High",17400
17402.0,5,78.14,32,High,Low,Low,"High, Low, Low",17402
17403.0,36,85.64,31,High,Low,High,"High, Low, High",17403
17404.0,26,89.72,32,High,Low,High,"High, Low, High",17404
17405.0,1,121.88,68,High,High,High,"High, High, High",17405
17406.0,333,213.87,97,Low,High,High,"Low, High, High",17406
17409.0,185,18.880000000000003,5,Low,Low,Low,"Low, Low, Low",17409
17410.0,16,141.26,54,High,High,High,"High, High, High",17410
17411.0,12,102.09,32,High,Low,High,"High, Low, High",17411
17412.0,3,161.9,61,High,High,High,"High, High, High",17412
17414.0,185,1.4,3,Low,Low,Low,"Low, Low, Low",17414
17415.0,80,10.78,8,Low,Low,Low,"Low, Low, Low",17415
17416.0,30,529.89,227,High,High,High,"High, High, High",17416
17418.0,42,55.85,26,High,Low,Low,"High, Low, Low",17418
17419.0,11,437.47,169,High,High,High,"High, High, High",17419
17420.0,50,49.59,25,High,Low,Low,"High, Low, Low",17420
17422.0,16,167.4,104,High,High,High,"High, High, High",17422
17423.0,46,53.59,23,High,Low,Low,"High, Low, Low",17423
17425.0,61,96.4,40,Low,High,High,"Low, High, High",17425
17426.0,8,503.13,238,High,High,High,"High, High, High",17426
17427.0,72,8.33,2,Low,Low,Low,"Low, Low, Low",17427
17428.0,1,514.91,202,High,High,High,"High, High, High",17428
17429.0,128,46.97,31,Low,Low,Low,"Low, Low, Low",17429
17430.0,33,27.32,13,High,Low,Low,"High, Low, Low",17430
17431.0,313,75.83,41,Low,High,Low,"Low, High, Low",17431
17432.0,18,104.91,46,High,High,High,"High, High, High",17432
17433.0,88,110.02,52,Low,High,High,"Low, High, High",17433
17434.0,2,249.61,117,High,High,High,"High, High, High",17434
17436.0,2,21.849999999999998,9,High,Low,Low,"High, Low, Low",17436
17438.0,254,44.300000000000004,12,Low,Low,Low,"Low, Low, Low",17438
17440.0,248,1.04,2,Low,Low,Low,"Low, Low, Low",17440
17442.0,37,288.9,129,High,High,High,"High, High, High",17442
17444.0,152,214.75,111,Low,High,High,"Low, High, High",17444
17446.0,177,6.95,9,Low,Low,Low,"Low, Low, Low",17446
17447.0,40,60.92,36,High,High,Low,"High, High, Low",17447
17449.0,2,688.3,246,High,High,High,"High, High, High",17449
17450.0,11,176.59,62,High,High,High,"High, High, High",17450
17451.0,1,215.81,94,High,High,High,"High, High, High",17451
17453.0,18,44.04,17,High,Low,Low,"High, Low, Low",17453
17454.0,192,133.4,58,Low,High,High,"Low, High, High",17454
17455.0,204,12.65,7,Low,Low,Low,"Low, Low, Low",17455
17456.0,365,24.79,15,Low,Low,Low,"Low, Low, Low",17456
17457.0,127,13.92,7,Low,Low,Low,"Low, Low, Low",17457
17458.0,15,115.29,52,High,High,High,"High, High, High",17458
17459.0,43,161.97,104,High,High,High,"High, High, High",17459
17460.0,94,74.46000000000001,24,Low,Low,Low,"Low, Low, Low",17460
17461.0,23,184.88,99,High,High,High,"High, High, High",17461
17462.0,60,66.93,23,Low,Low,Low,"Low, Low, Low",17462
17463.0,16,457.34000000000003,201,High,High,High,"High, High, High",17463
17464.0,158,24.2,8,Low,Low,Low,"Low, Low, Low",17464
17466.0,10,83.28,32,High,Low,High,"High, Low, High",17466
17468.0,10,5.85,5,High,Low,Low,"High, Low, Low",17468
17469.0,16,211.07,81,High,High,High,"High, High, High",17469
17470.0,45,71.18,59,High,High,Low,"High, High, Low",17470
17472.0,191,330.61,176,Low,High,High,"Low, High, High",17472
17475.0,79,24.87,14,Low,Low,Low,"Low, Low, Low",17475
17480.0,78,52.2,29,Low,Low,Low,"Low, Low, Low",17480
17481.0,4,162.74,73,High,High,High,"High, High, High",17481
17483.0,65,52.36,19,Low,Low,Low,"Low, Low, Low",17483
17486.0,261,59.56,23,Low,Low,Low,"Low, Low, Low",17486
17489.0,59,30.81,28,Low,Low,Low,"Low, Low, Low",17489
17490.0,1,134.76,59,High,High,High,"High, High, High",17490
17491.0,1,216.49,84,High,High,High,"High, High, High",17491
17492.0,248,21.58,10,Low,Low,Low,"Low, Low, Low",17492
17495.0,8,60.46,23,High,Low,Low,"High, Low, Low",17495
17496.0,359,31.700000000000003,9,Low,Low,Low,"Low, Low, Low",17496
17498.0,76,33.95,15,Low,Low,Low,"Low, Low, Low",17498
17499.0,290,47.43,34,Low,Low,Low,"Low, Low, Low",17499
17501.0,221,41.9,16,Low,Low,Low,"Low, Low, Low",17501
17502.0,9,65.29,26,High,Low,Low,"High, Low, Low",17502
17503.0,3,53.21,33,High,Low,Low,"High, Low, Low",17503
17504.0,206,241.74,100,Low,High,High,"Low, High, High",17504
17505.0,162,122.37,49,Low,High,High,"Low, High, High",17505
17506.0,76,50.88,14,Low,Low,Low,"Low, Low, Low",17506
17507.0,262,203.38,85,Low,High,High,"Low, High, High",17507
17508.0,281,35.69,22,Low,Low,Low,"Low, Low, Low",17508
17509.0,58,826.87,366,Low,High,High,"Low, High, High",17509
17510.0,25,31.47,19,High,Low,Low,"High, Low, Low",17510
17511.0,3,818.3100000000001,296,High,High,High,"High, High, High",17511
17512.0,51,176.82,89,High,High,High,"High, High, High",17512
17513.0,72,9.98,3,Low,Low,Low,"Low, Low, Low",17513
17514.0,128,80.62,39,Low,High,High,"Low, High, High",17514
17515.0,31,150.65,72,High,High,High,"High, High, High",17515
17516.0,15,278.46,129,High,High,High,"High, High, High",17516
17517.0,309,15.17,10,Low,Low,Low,"Low, Low, Low",17517
17519.0,17,174.16,60,High,High,High,"High, High, High",17519
17520.0,54,52.84,25,Low,Low,Low,"Low, Low, Low",17520
17521.0,30,76.99,43,High,High,Low,"High, High, Low",17521
17522.0,2,94.03,58,High,High,High,"High, High, High",17522
17523.0,11,67.46000000000001,28,High,Low,Low,"High, Low, Low",17523
17524.0,361,9.55,6,Low,Low,Low,"Low, Low, Low",17524
17525.0,360,22.25,5,Low,Low,Low,"Low, Low, Low",17525
17526.0,5,22.49,9,High,Low,Low,"High, Low, Low",17526
17527.0,54,105.67,42,Low,High,High,"Low, High, High",17527
17528.0,1,478.51,224,High,High,High,"High, High, High",17528
17530.0,1,722.92,377,High,High,High,"High, High, High",17530
17531.0,190,25.94,10,Low,Low,Low,"Low, Low, Low",17531
17534.0,54,24.1,9,Low,Low,Low,"Low, Low, Low",17534
17535.0,280,19.15,13,Low,Low,Low,"Low, Low, Low",17535
17537.0,30,177.25,67,High,High,High,"High, High, High",17537
17538.0,26,10.620000000000001,8,High,Low,Low,"High, Low, Low",17538
17540.0,25,79.85000000000001,24,High,Low,Low,"High, Low, Low",17540
